2015-11-02	3
2015-11-08	1
2015-11-11	1
2015-11-12	3
2016-01-04	9
2016-01-05	17
2016-01-07	1
2016-01-14	9
2016-01-25	18
2016-01-26	53
2016-01-27	9
2016-02-12	12
2016-03-04	9
2016-04-26	18
2016-05-23	5
2016-06-15	5
2016-07-07	10
2016-10-05	4
2016-10-10	8
2016-10-11	6
2016-10-23	4
2016-10-27	5
2016-11-08	10
2016-11-21	4
2016-11-22	23
2016-11-28	3
2016-12-07	5
2016-12-12	4
2017-01-21	4
2017-01-24	4
2017-01-30	11
2017-01-31	5
